# RNA vs. RNA Profile Dissimilarity Measure Over Phase Shifts 
# Time series file 1:  /Users/haase-admin/Desktop/moseley/Sickle-trait-RNAseq/Analyses/protein_export_genes/Data/AA17_3D7_PE.txt 
# Time series file 2:  /Users/haase-admin/Desktop/moseley/Sickle-trait-RNAseq/Analyses/protein_export_genes/Data/AS15_3D7_PE.txt 
# No. of Randomized Curves:  10000 
	shift_0	shift_1	shift_2	shift_3	shift_4	shift_5	shift_6	shift_7	shift_8	shift_9	shift_10	shift_11	shift_12	shift_13	shift_14	kt_diss_range	kt_diss	kt_diss_pval	est_delay
shift_times	0.0	3.0	6.0	9.0	12.0	15.0	18.0	21.0	24.0	27.0	30.0	33.0	36.0	39.0	42.0				0.0
PF3D7_0936000	0.05	0.0761904761904762	0.12087912087912088	0.24358974358974358	0.3333333333333333	0.41818181818181815	0.5333333333333333	0.6666666666666666	0.8214285714285714	0.9047619047619048	0.8666666666666667	0.9	0.8333333333333334	0.6666666666666666	1.0	0.95	0.05	0.6061	0.0
PF3D7_0935900	0.1	0.2	0.10989010989010989	0.1794871794871795	0.18181818181818182	0.21818181818181817	0.3111111111111111	0.3888888888888889	0.4642857142857143	0.5238095238095238	0.4666666666666667	0.7	0.5	0.0	0.0	0.7	0.0	0.0	39.0
PF3D7_0500800	0.05	0.02857142857142857	0.054945054945054944	0.08974358974358974	0.10606060606060606	0.12727272727272726	0.15555555555555556	0.19444444444444445	0.25	0.3333333333333333	0.4666666666666667	0.7	0.8333333333333334	0.6666666666666666	0.0	0.8333333333333334	0.0	0.0	42.0
PF3D7_1370300	0.016666666666666666	0.09523809523809523	0.18681318681318682	0.2948717948717949	0.4090909090909091	0.5454545454545454	0.6888888888888889	0.8055555555555556	0.9285714285714286	1.0	1.0	1.0	1.0	1.0	1.0	0.9833333333333333	0.016666666666666666	0.6061	0.0
PF3D7_0102200	0.03333333333333333	0.10476190476190476	0.21978021978021978	0.34615384615384615	0.45454545454545453	0.5272727272727272	0.6444444444444445	0.6944444444444444	0.75	0.8095238095238095	0.8	0.7	0.5	0.0	0.0	0.8095238095238095	0.0	0.0	39.0
PF3D7_0202000	0.016666666666666666	0.13333333333333333	0.27472527472527475	0.4230769230769231	0.5757575757575758	0.7272727272727273	0.8888888888888888	0.9722222222222222	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9833333333333333	0.016666666666666666	0.609	0.0
PF3D7_1353200	0.041666666666666664	0.13333333333333333	0.16483516483516483	0.24358974358974358	0.2878787878787879	0.36363636363636365	0.4666666666666667	0.5833333333333334	0.75	0.8571428571428571	0.8666666666666667	1.0	1.0	1.0	1.0	0.9583333333333334	0.041666666666666664	0.6096	0.0
PF3D7_0501300	0.05	0.12380952380952381	0.12087912087912088	0.10256410256410256	0.16666666666666666	0.2	0.24444444444444444	0.3055555555555556	0.35714285714285715	0.42857142857142855	0.5333333333333333	0.5	0.6666666666666666	1.0	1.0	0.95	0.05	0.6032	0.0
PF3D7_0201900	0.10833333333333334	0.12380952380952381	0.18681318681318682	0.3333333333333333	0.48484848484848486	0.6363636363636364	0.8222222222222222	0.9166666666666666	0.9285714285714286	0.8095238095238095	0.7333333333333333	0.7	0.8333333333333334	0.3333333333333333	0.0	0.9285714285714286	0.0	0.0	42.0
PF3D7_1149000	0.058333333333333334	0.0761904761904762	0.10989010989010989	0.10256410256410256	0.12121212121212122	0.14545454545454545	0.17777777777777778	0.2222222222222222	0.21428571428571427	0.09523809523809523	0.2	0.5	0.8333333333333334	1.0	1.0	0.9416666666666667	0.058333333333333334	0.6102	0.0
