# RNA vs. RNA Profile Dissimilarity Measure Over Phase Shifts 
# Time series file 1:  /Users/haase-admin/Desktop/moseley/Sickle-trait-RNAseq/Analyses/protein_export_genes/Data/AA17_3D7_PE.txt 
# Time series file 2:  /Users/haase-admin/Desktop/moseley/Sickle-trait-RNAseq/Analyses/protein_export_genes/Data/AS16_3D7_PE.txt 
# No. of Randomized Curves:  10000 
	shift_0	shift_1	shift_2	shift_3	shift_4	shift_5	shift_6	shift_7	shift_8	shift_9	shift_10	shift_11	shift_12	shift_13	shift_14	kt_diss_range	kt_diss	kt_diss_pval	est_delay
shift_times	0.0	3.0	6.0	9.0	12.0	15.0	18.0	21.0	24.0	27.0	30.0	33.0	36.0	39.0	42.0				0.0
PF3D7_1149000	0.10833333333333334	0.09523809523809523	0.0989010989010989	0.07692307692307693	0.12121212121212122	0.12727272727272726	0.13333333333333333	0.16666666666666666	0.14285714285714285	0.0	0.2	0.3	0.5	0.6666666666666666	0.0	0.6666666666666666	0.0	0.0	27.0
PF3D7_0935900	0.2	0.10476190476190476	0.21978021978021978	0.23076923076923078	0.25757575757575757	0.34545454545454546	0.4222222222222222	0.5	0.5	0.47619047619047616	0.8	0.3	0.0	0.6666666666666666	1.0	1.0	0.0	0.0	36.0
PF3D7_1370300	0.025	0.10476190476190476	0.1978021978021978	0.3076923076923077	0.4090909090909091	0.5454545454545454	0.7111111111111111	0.8333333333333334	0.9642857142857143	0.9523809523809523	0.9333333333333333	0.9	0.8333333333333334	0.6666666666666666	0.0	0.9642857142857143	0.0	0.0	42.0
PF3D7_0201900	0.20833333333333334	0.14285714285714285	0.2967032967032967	0.41025641025641024	0.6363636363636364	0.7272727272727273	0.7777777777777778	0.75	0.75	0.6190476190476191	0.6	0.4	0.16666666666666666	0.3333333333333333	1.0	0.8571428571428572	0.14285714285714285	0.6338	3.0
PF3D7_0501300	0.1	0.08571428571428572	0.12087912087912088	0.16666666666666666	0.18181818181818182	0.18181818181818182	0.26666666666666666	0.3333333333333333	0.39285714285714285	0.47619047619047616	0.4666666666666667	0.6	0.8333333333333334	0.6666666666666666	0.0	0.8333333333333334	0.0	0.0	42.0
PF3D7_0102200	0.05	0.14285714285714285	0.24175824175824176	0.3717948717948718	0.5151515151515151	0.6545454545454545	0.7555555555555555	0.8333333333333334	0.9285714285714286	1.0	1.0	1.0	1.0	1.0	1.0	0.95	0.05	0.6065	0.0
PF3D7_0500800	0.075	0.0761904761904762	0.06593406593406594	0.05128205128205128	0.06060606060606061	0.03636363636363636	0.06666666666666667	0.08333333333333333	0.10714285714285714	0.14285714285714285	0.2	0.3	0.0	0.3333333333333333	1.0	1.0	0.0	0.0	36.0
PF3D7_1353200	0.125	0.17142857142857143	0.17582417582417584	0.23076923076923078	0.30303030303030304	0.4	0.4888888888888889	0.6111111111111112	0.7857142857142857	0.8095238095238095	0.9333333333333333	0.9	0.8333333333333334	0.6666666666666666	0.0	0.9333333333333333	0.0	0.0	42.0
PF3D7_0936000	0.05	0.08571428571428572	0.16483516483516483	0.23076923076923078	0.30303030303030304	0.45454545454545453	0.5111111111111111	0.6666666666666666	0.8214285714285714	0.9047619047619048	0.8666666666666667	0.9	0.8333333333333334	0.6666666666666666	1.0	0.95	0.05	0.6041	0.0
PF3D7_0202000	0.075	0.1523809523809524	0.3076923076923077	0.46153846153846156	0.6060606060606061	0.7454545454545455	0.9111111111111111	0.9166666666666666	0.9642857142857143	0.9523809523809523	0.9333333333333333	0.9	0.8333333333333334	0.6666666666666666	0.0	0.9642857142857143	0.0	0.0	42.0
