# RNA vs. RNA Profile Dissimilarity Measure Over Phase Shifts 
# Time series file 1:  /Users/haase-admin/Desktop/moseley/Sickle-trait-RNAseq/Analyses/protein_export_genes/Data/AA17_FUP_PE.txt 
# Time series file 2:  /Users/haase-admin/Desktop/moseley/Sickle-trait-RNAseq/Analyses/protein_export_genes/Data/AS18_FUP_PE.txt 
# No. of Randomized Curves:  10000 
	shift_0	shift_1	shift_2	shift_3	shift_4	shift_5	shift_6	shift_7	shift_8	shift_9	shift_10	shift_11	shift_12	shift_13	shift_14	kt_diss_range	kt_diss	kt_diss_pval	est_delay
shift_times	0.0	3.0	6.0	9.0	12.0	15.0	18.0	21.0	24.0	27.0	30.0	33.0	36.0	39.0	42.0				0.0
PF3D7_1370300	0.016666666666666666	0.08571428571428572	0.17582417582417584	0.2692307692307692	0.3787878787878788	0.4909090909090909	0.6222222222222222	0.75	0.8928571428571429	1.0	1.0	1.0	1.0	1.0	1.0	0.9833333333333333	0.016666666666666666	0.6048	0.0
PF3D7_1149000	0.1	0.05714285714285714	0.13186813186813187	0.21794871794871795	0.2727272727272727	0.34545454545454546	0.4222222222222222	0.5277777777777778	0.6785714285714286	0.6190476190476191	0.5333333333333333	0.3	0.5	0.6666666666666666	1.0	0.9428571428571428	0.05714285714285714	0.6002	3.0
PF3D7_0935900	0.041666666666666664	0.10476190476190476	0.16483516483516483	0.24358974358974358	0.2878787878787879	0.36363636363636365	0.4444444444444444	0.5555555555555556	0.7142857142857143	0.9523809523809523	0.9333333333333333	0.9	0.8333333333333334	0.6666666666666666	1.0	0.9583333333333334	0.041666666666666664	0.6078	0.0
PF3D7_0500800	0.14166666666666666	0.05714285714285714	0.054945054945054944	0.10256410256410256	0.16666666666666666	0.18181818181818182	0.26666666666666666	0.2777777777777778	0.35714285714285715	0.5238095238095238	0.7333333333333333	0.9	0.8333333333333334	1.0	1.0	0.945054945054945	0.054945054945054944	0.6047	6.0
PF3D7_0202000	0.15833333333333333	0.10476190476190476	0.18681318681318682	0.2948717948717949	0.4393939393939394	0.6545454545454545	0.8	0.8333333333333334	0.8571428571428571	0.9047619047619048	0.8666666666666667	0.8	0.6666666666666666	0.6666666666666666	0.0	0.9047619047619048	0.0	0.0	42.0
PF3D7_0936000	0.03333333333333333	0.05714285714285714	0.13186813186813187	0.20512820512820512	0.2878787878787879	0.38181818181818183	0.4888888888888889	0.6111111111111112	0.7857142857142857	1.0	1.0	1.0	1.0	1.0	1.0	0.9666666666666667	0.03333333333333333	0.5949	0.0
PF3D7_1353200	0.058333333333333334	0.09523809523809523	0.17582417582417584	0.2692307692307692	0.36363636363636365	0.43636363636363634	0.5333333333333333	0.6666666666666666	0.7857142857142857	0.9047619047619048	0.8666666666666667	0.7	0.5	0.0	0.0	0.9047619047619048	0.0	0.0	39.0
PF3D7_0501300	0.05	0.09523809523809523	0.14285714285714285	0.15384615384615385	0.22727272727272727	0.2727272727272727	0.35555555555555557	0.4444444444444444	0.5	0.7142857142857143	0.8	0.8	0.8333333333333334	0.6666666666666666	1.0	0.95	0.05	0.6092	0.0
PF3D7_0102200	0.058333333333333334	0.14285714285714285	0.15384615384615385	0.23076923076923078	0.25757575757575757	0.2727272727272727	0.3333333333333333	0.4444444444444444	0.5	0.6190476190476191	0.6666666666666666	0.9	1.0	1.0	1.0	0.9416666666666667	0.058333333333333334	0.604	0.0
PF3D7_0201900	0.19166666666666668	0.08571428571428572	0.16483516483516483	0.07692307692307693	0.15151515151515152	0.12727272727272726	0.2	0.2222222222222222	0.21428571428571427	0.3333333333333333	0.13333333333333333	0.2	0.3333333333333333	0.6666666666666666	0.0	0.6666666666666666	0.0	0.0	42.0
