# RNA vs. RNA Profile Dissimilarity Measure Over Phase Shifts 
# Time series file 1:  /Users/haase-admin/Desktop/moseley/Sickle-trait-RNAseq/Analyses/protein_export_genes/Data/AA13_FUP_PE.txt 
# Time series file 2:  /Users/haase-admin/Desktop/moseley/Sickle-trait-RNAseq/Analyses/protein_export_genes/Data/AS19_FUP_PE.txt 
# No. of Randomized Curves:  10000 
	shift_0	shift_1	shift_2	shift_3	shift_4	shift_5	shift_6	shift_7	shift_8	shift_9	shift_10	shift_11	shift_12	shift_13	shift_14	kt_diss_range	kt_diss	kt_diss_pval	est_delay
shift_times	0.0	3.0	6.0	9.0	12.0	15.0	18.0	21.0	24.0	27.0	30.0	33.0	36.0	39.0	42.0				0.0
PF3D7_0935900	0.03333333333333333	0.0761904761904762	0.13186813186813187	0.1794871794871795	0.24242424242424243	0.32727272727272727	0.4222222222222222	0.5277777777777778	0.6785714285714286	0.9047619047619048	0.9333333333333333	0.9	1.0	1.0	1.0	0.9666666666666667	0.03333333333333333	0.605	0.0
PF3D7_0500800	0.1	0.0761904761904762	0.06593406593406594	0.1282051282051282	0.19696969696969696	0.2	0.28888888888888886	0.2777777777777778	0.35714285714285715	0.5238095238095238	0.7333333333333333	0.8	0.8333333333333334	1.0	1.0	0.9340659340659341	0.06593406593406594	0.6073	6.0
PF3D7_0936000	0.03333333333333333	0.06666666666666667	0.14285714285714285	0.23076923076923078	0.30303030303030304	0.4	0.5111111111111111	0.6388888888888888	0.8214285714285714	1.0	1.0	1.0	1.0	1.0	1.0	0.9666666666666667	0.03333333333333333	0.6039	0.0
PF3D7_1353200	0.041666666666666664	0.09523809523809523	0.17582417582417584	0.23076923076923078	0.3181818181818182	0.41818181818181815	0.5111111111111111	0.6388888888888888	0.8214285714285714	0.8571428571428571	0.7333333333333333	0.8	0.6666666666666666	0.0	0.0	0.8571428571428571	0.0	0.0	39.0
PF3D7_1370300	0.016666666666666666	0.0761904761904762	0.17582417582417584	0.2692307692307692	0.3787878787878788	0.509090909090909	0.6222222222222222	0.75	0.8928571428571429	1.0	1.0	1.0	1.0	1.0	1.0	0.9833333333333333	0.016666666666666666	0.6009	0.0
PF3D7_0501300	0.06666666666666667	0.06666666666666667	0.15384615384615385	0.16666666666666666	0.24242424242424243	0.2909090909090909	0.37777777777777777	0.4722222222222222	0.6071428571428571	0.7619047619047619	0.8666666666666667	0.9	1.0	1.0	1.0	0.9333333333333333	0.06666666666666667	0.6042	0.0
PF3D7_0202000	0.058333333333333334	0.08571428571428572	0.2087912087912088	0.358974358974359	0.5	0.6545454545454545	0.8	0.9444444444444444	0.9642857142857143	1.0	1.0	1.0	1.0	1.0	1.0	0.9416666666666667	0.058333333333333334	0.6032	0.0
PF3D7_1149000	0.058333333333333334	0.05714285714285714	0.10989010989010989	0.16666666666666666	0.21212121212121213	0.2545454545454545	0.3111111111111111	0.3888888888888889	0.42857142857142855	0.5714285714285714	0.6	0.7	0.8333333333333334	1.0	1.0	0.9428571428571428	0.05714285714285714	0.6119	3.0
PF3D7_0201900	0.15	0.10476190476190476	0.10989010989010989	0.14102564102564102	0.10606060606060606	0.10909090909090909	0.13333333333333333	0.16666666666666666	0.07142857142857142	0.14285714285714285	0.2	0.0	0.3333333333333333	0.3333333333333333	0.0	0.3333333333333333	0.0	0.0	33.0
PF3D7_0102200	0.15	0.13333333333333333	0.0989010989010989	0.15384615384615385	0.10606060606060606	0.18181818181818182	0.2222222222222222	0.25	0.25	0.2857142857142857	0.4	0.5	0.5	0.0	0.0	0.5	0.0	0.0	39.0
