"ORF","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PF3D7_0729600.1",NA,3.79633855228795,2.21313339907824,7.38423016960465,2.35230486212062e-10,1.06653502448549e-06,11.8405677347464
"PF3D7_1425600","zinc finger protein, putative",3.1480339582413,2.00664921034587,5.71203420546976,2.44362703665734e-07,0.000553970249210219,6.11004980377821
"PF3D7_0610000","mitochondrial ribosomal protein L19 precursor, putative",3.00277623332769,2.36519417147244,4.65866367713046,1.45331476188573e-05,0.021964430434633,2.69759269189547
"PF3D7_1244400","conserved Plasmodium protein, unknown function",0.649138801149916,7.08382322105045,4.54494789837268,2.21153059709033e-05,0.0250676993180189,2.10125515970881
"PF3D7_1131200","conserved Plasmodium protein, unknown function",2.57859139343863,1.98277579547518,4.26426416043144,6.10128389206211e-05,0.0553264423332192,1.49886526244876
"PF3D7_0922000","dynein intermediate chain, putative",1.93020239165624,1.11539490103347,4.20619399639893,7.49637459054523e-05,0.0566476039892201,1.39499399185092
"PF3D7_1435700.1","ataxin-2 like protein, putative",3.74667468567817,2.24005578742456,4.00310912274592,0.000152257242248004,0.0795593189032442,0.736408007034395
"PF3D7_0611500","conserved Plasmodium protein, unknown function",2.35526505598834,-0.312222635820582,3.97216445975336,0.000169339148221428,0.0795593189032442,0.647886186755402
"PF3D7_1404300","secreted ookinete adhesive protein, putative (SOAP)",-2.4172982462434,-0.41960616255665,-3.9719908205492,0.000169440004093782,0.0795593189032442,0.647390599843464
"PF3D7_0727500","conserved Plasmodium protein, unknown function",2.50077635038679,1.93671745275678,3.96178106735117,0.000175472692772925,0.0795593189032442,0.618273121814468
"PF3D7_0816400","conserved Plasmodium protein, unknown function",2.52058865970571,0.859603839056833,3.85891407965107,0.000248943805338904,0.10261011030969,0.327395593651614
"PF3D7_0102800","conserved Plasmodium protein, unknown function",2.48258148741458,1.22804273834892,3.79632561324516,0.000307213337293403,0.116075439274024,0.152683624646007
"PF3D7_1232600","conserved Plasmodium protein, unknown function",2.28965912821554,1.48987785539992,3.76018082286096,0.000346584140090892,0.120877883936316,0.0525902164200414
"PF3D7_1145600","conserved protein, unknown function",2.35563449768125,1.22293548899096,3.7197707882613,0.000396299435427253,0.125524471973174,-0.0586066354690429
"PF3D7_1235000","PIH1 domain-containing protein, putative (PIH1)",1.85923408939144,1.29961194804526,3.7011108799808,0.000421487755675191,0.125524471973174,-0.109698103921587
"PF3D7_0930400.2","conserved Plasmodium protein, unknown function",-5.68548743456282,0.449423980586019,-3.68602360461202,0.00044296240661023,0.125524471973174,-0.118099928888917
"PF3D7_0618900.1","phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1 (GPI1)",2.64489640596414,2.25739206773677,3.59305224179967,0.000600128549901207,0.160057814426592,-0.40232989087574
"PF3D7_1426900","ubiquinol-cytochrome c reductase hinge protein, putative",2.71326517750428,1.47621674746028,3.43726212919713,0.00098813414456717,0.248900011748197,-0.814174353279642
"PF3D7_0828400","mitochondrial inner membrane protein OXA1, putative (OXA1)",2.35517678875268,1.41412889891308,3.40985502386115,0.00107728202333227,0.257073510199395,-0.88535807257812
"PF3D7_0507000","conserved Plasmodium protein, unknown function",2.20967137053628,-0.386383573681553,3.39214179463301,0.00113888364358606,0.258184922000961,-0.931157498744287
"PF3D7_1437700","succinyl-CoA ligase, putative",1.5568658317362,3.48540282327019,3.36856670176677,0.001226040438483,0.264707968956281,-0.978392166492594
"PF3D7_0207900","serine repeat antigen 2 (SERA2)",1.60985232211571,2.18662557641754,3.34930388817042,0.00130188605332438,0.268306880262396,-1.04124218600443
