"ORF","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PF3D7_0602100","ATP-dependent RNA helicase, putative",1.8880993710965,8.46512199601095,18.9334378880272,2.10031619412259e-29,9.52283362415181e-26,56.5547597148014
"PF3D7_1125400","mitochondrial import inner membrane translocase subunit TIM44, putative (TIM44)",2.02842703017032,7.21595920941839,17.7290281837254,9.87132941873609e-28,2.23783037922747e-24,52.6879192971973
"PF3D7_1448000","U3 small nucleolar RNA-associated protein 12, putative (UTP12)",1.81606366519096,7.91377598838115,17.002478725436,1.09309211610329e-26,1.65202655147077e-23,50.3478122232565
"PF3D7_1010200","DNA2/NAM7 helicase, putative",1.47056779080549,9.10938255432744,16.7886505149096,2.24514909762166e-26,2.40322751534244e-23,49.6861290764323
"PF3D7_1357700","U3 small nucleolar RNA-associated protein 21, putative (UTP21)",1.92735108092746,7.87914373670859,16.7396053070682,2.65022884356247e-26,2.40322751534244e-23,49.4755387716386
"PF3D7_1215100","conserved Plasmodium protein, unknown function",1.94198582400888,6.31326706573799,16.6067874839712,4.15919022848558e-26,3.14296141599227e-23,48.9951413934533
"PF3D7_0301600","Plasmodium exported protein (hyp1), unknown function (GEXP21)",2.38415373072447,8.74209809789195,16.2001946335035,1.67508337561152e-25,1.08497543214609e-22,47.6746639936481
"PF3D7_1134700","DNA-directed RNA polymerase I subunit RPA2, putative (RPA2)",2.015566057555,8.98740793758996,15.9998860348226,3.3525475845747e-25,1.90005634355771e-22,46.998683349762
"PF3D7_0921200","conserved Plasmodium membrane protein, unknown function",2.08711809670389,7.6654812347327,15.80137234045,6.70130380314994e-25,3.37596793816465e-22,46.2914217387187
"PF3D7_1020700","histone acetyltransferase, putative",1.52359311107097,7.98439377866907,15.5610328151174,1.56024074030128e-24,7.07413151652598e-22,45.4788372627634
"PF3D7_1206600","DNA-directed RNA polymerase III subunit, putative",1.6442140768801,9.38443070221888,15.5245846610497,1.77471651633987e-24,7.31505880462271e-22,45.3549861894882
"PF3D7_0923200","flavodoxin-like protein (CPR)",1.90453370965668,7.56232557854569,15.3853362479278,2.90740881692096e-24,1.09851596465997e-21,44.85038502835
"PF3D7_1237200","conserved Plasmodium protein, unknown function",1.93004722029577,8.22830401407507,14.9868279221771,1.21037547347143e-23,4.1179947406703e-21,43.4420782253855
"PF3D7_1302700","DEAD/DEAH box ATP-dependent RNA helicase, putative",1.65270899250531,8.59508701987588,14.9731522128515,1.27154667775439e-23,4.1179947406703e-21,43.4021181276611
"PF3D7_1340300","nucleolar complex protein 2, putative",2.02411678899267,8.19299506234257,14.7792433795454,2.56478750286718e-23,7.75249769199986e-21,42.6901241644724
"PF3D7_1354300","large subunit rRNA methyltransferase, putative",1.81985740785889,9.31551000453543,14.7188345709283,3.19452835063613e-23,8.68269795997357e-21,42.4878876431703
"PF3D7_0802300","periodic tryptophan protein 2, putative (PWP2)",1.79259025503561,8.39740905988593,14.7136360331218,3.25553298014007e-23,8.68269795997357e-21,42.4695117331601
"PF3D7_0509400","RNA polymerase I (RNAPI)",1.26906158958897,9.88655308877616,14.6376649914924,4.29389752832823e-23,1.08158507741334e-20,42.193513625103
