"ORF","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PF3D7_1351800.2","conserved Plasmodium protein, unknown function",-0.929174234385115,3.56534645995488,-3.95022617902261,0.00018247626909327,0.236999300693026,0.609152699661638
"PF3D7_1313200","methionyl-tRNA formyltransferase, putative (MTFMT)",-1.99211014261296,1.94676303472609,-3.86685319167021,0.000242267513674345,0.236999300693026,-0.0898192682016994
"PF3D7_0419200","CGI-141 protein homolog, putative",-1.91487701063915,1.56240902865176,-3.79536634570686,0.000308093038384116,0.236999300693026,-0.470322034193035
"PF3D7_1111700","conserved Plasmodium protein, unknown function",-1.7171853994562,4.0805159174431,-3.75637885808845,0.000350876540100402,0.236999300693026,0.100612156416379
"PF3D7_1022200","conserved Plasmodium membrane protein, unknown function",-1.78239545143011,3.59943143295207,-3.63932845533691,0.000516074171199323,0.236999300693026,-0.332120396213703
"PF3D7_0931200","selenoprotein (Sel2)",-1.55370142758565,2.5850368083905,-3.63914933078175,0.000516376204459523,0.236999300693026,-0.371775048680384
"PF3D7_1117300","conserved Plasmodium protein, unknown function",-1.38904137124788,4.72314149583412,-3.61579794738362,0.000557223985081521,0.236999300693026,-0.301676833531351
"PF3D7_0822200","conserved Plasmodium membrane protein, unknown function",-1.86134886934005,4.11772276972606,-3.57606293814597,0.000633882527446404,0.236999300693026,-0.418686367982035
"PF3D7_1219400","erythrocyte membrane protein 1 (PfEMP1), pseudogene (VAR)",-0.612370437020973,5.87501973032328,-3.54623611208188,0.000697900011106293,0.236999300693026,-0.649924948298924
"PF3D7_1303300","conserved Plasmodium protein, unknown function",-1.69048563056839,2.72673466927083,-3.51654577431484,0.000767686124113533,0.236999300693026,-0.679930659413772
"PF3D7_1449800","conserved Plasmodium protein, unknown function",0.706209040610414,3.97336904140021,3.51183963938395,0.000779337729696699,0.236999300693026,-0.594823523190131
"PF3D7_1373500","erythrocyte membrane protein 1, PfEMP1 (VAR)",-0.562860670501001,4.76271633569866,-3.50851935335807,0.000787658845149268,0.236999300693026,-0.760198747190486
"PF3D7_0900100","erythrocyte membrane protein 1, PfEMP1 (VAR)",-0.507589688818794,3.98585968289133,-3.47765482119074,0.000869143928949979,0.236999300693026,-0.810820820141274
"PF3D7_0720100","small subunit rRNA processing protein, putative",0.842607428779433,4.89324392841413,3.45730874347978,0.00092715720385547,0.236999300693026,-0.768751447360314
"PF3D7_1126300.1",NA,-0.574168922622572,6.08475629863646,-3.44909631926237,0.000951595886669343,0.236999300693026,-0.83377222016844
"PF3D7_1103100","60S acidic ribosomal protein P1, putative (RPP1)",-0.590983204890557,9.95595030590145,-3.44399815454781,0.000967072299735997,0.236999300693026,-0.910187565890499
"PF3D7_0629600","conserved Plasmodium protein, unknown function",-0.834775492160983,5.0683440652412,-3.43040844574052,0.00100949747792247,0.236999300693026,-0.840347378820929
"PF3D7_1139200","conserved Plasmodium protein, unknown function",-2.00227277006719,2.80122948472887,-3.42792670435899,0.00101743269717579,0.236999300693026,-0.960203053604773
"PF3D7_1038000.1","antigen UB05",-0.642086723410014,8.95378579846633,-3.36551910244579,0.00123746630049775,0.236999300693026,-1.16358822631959
"PF3D7_0930700","conserved Plasmodium protein, unknown function",-1.16233419729092,3.65948273063039,-3.36153050880905,0.00125295630602319,0.236999300693026,-0.995293948282743
"PF3D7_1210500","conserved Plasmodium protein, unknown function",-2.34738683894611,0.797080181377016,-3.35450359418495,0.00128069152688756,0.236999300693026,-1.55397205744301
"PF3D7_0314100.1","vesicle transport v-SNARE protein, putative",-0.669913088048952,4.89321696922848,-3.34917520619542,0.001302107372288,0.236999300693026,-1.06851070515528
"PF3D7_1210300","conserved Plasmodium protein, unknown function",-1.37617367213285,2.11367275835375,-3.34502360869397,0.00131902691316392,0.236999300693026,-1.1620187119736
"PF3D7_0815700","ubiquitin (Ub)",-2.80607621505266,-0.143122940310136,-3.31755695721834,0.001436292218677,0.236999300693026,-1.98541487870669
"PF3D7_1243800","WD repeat-containing protein 82, putative (WDR82)",-0.707781669232099,4.73879007196486,-3.3102199636348,0.00146923880788975,0.236999300693026,-1.19742637499213
"PF3D7_1237000","SUMO-activating enzyme subunit 2 (UBA2)",0.470117124147794,5.35578821648521,3.29913090287502,0.00152038640036757,0.236999300693026,-1.19903910267132
