"ORF","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PF3D7_0602100","ATP-dependent RNA helicase, putative",1.83544465313411,8.39549189134917,18.8033848155969,3.10047170026651e-29,1.42931745382286e-25,56.1679594618163
"PF3D7_1125400","mitochondrial import inner membrane translocase subunit TIM44, putative (TIM44)",1.97600008736558,7.14632910475661,17.3031510523846,3.94586865443723e-27,9.09522724847782e-24,51.321672031142
"PF3D7_1215100","conserved Plasmodium protein, unknown function",1.8898005658698,6.24363696107622,16.550047045694,4.9699230506125e-26,7.63711508777454e-23,48.8129381799214
"PF3D7_0301600","Plasmodium exported protein (hyp1), unknown function (GEXP21)",2.33123700177833,8.67246799323018,16.0581590610098,2.69920900448216e-25,3.11083837766569e-22,47.2012141864889
"PF3D7_1010200","DNA2/NAM7 helicase, putative",1.41807175678566,9.03975244966567,15.8797907766261,5.02281902883574e-25,3.86493228551314e-22,46.6065053449436
"PF3D7_1448000","U3 small nucleolar RNA-associated protein 12, putative (UTP12)",1.76377647860525,7.84414588371938,15.8793657918295,5.0302806319043e-25,3.86493228551314e-22,46.5739069423215
"PF3D7_1134700","DNA-directed RNA polymerase I subunit RPA2, putative (RPA2)",1.96283594840519,8.91777783292819,15.7833555021403,7.03862179683351e-25,4.63543521191464e-22,46.2638247911163
"PF3D7_1206600","DNA-directed RNA polymerase III subunit, putative",1.59160687327852,9.3148005975571,15.6949759454442,9.59912580606608e-25,5.53149624574558e-22,45.9642095007582
"PF3D7_1357700","U3 small nucleolar RNA-associated protein 21, putative (UTP21)",1.87506072342789,7.80951363204682,15.6310107702319,1.20231845501118e-24,6.15854230844614e-22,45.7146231449004
"PF3D7_0923200","flavodoxin-like protein (CPR)",1.85210551122583,7.49269547388392,15.1399458321418,6.89000059528505e-24,3.17629027442641e-21,43.996121657424
"PF3D7_1237200","conserved Plasmodium protein, unknown function",1.87769255608807,8.15867390941329,15.0040070791114,1.1231948782775e-23,4.34120640836936e-21,43.5135328297553
"PF3D7_0921200","conserved Plasmodium membrane protein, unknown function",2.03461913873812,7.59585113007093,15.0023230317667,1.13003203688573e-23,4.34120640836936e-21,43.5030628670548
