"ORF","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PF3D7_0624100","conserved Plasmodium protein, unknown function",-2.51955329952009,1.41562194333235,-4.55985730782951,2.09233120265258e-05,0.096456468442284,1.7496285683632
"PF3D7_1117600.1","peptidyl-tRNA hydrolase ICT1, putative (ICT1)",3.12106236780622,0.546777072814411,4.25467508215023,6.30973224969254e-05,0.145439328355413,0.945506055119197
"PF3D7_0824100","exonuclease, putative",3.1806043378701,1.32762236296513,4.13757417629083,9.53926008014682e-05,0.146586629898256,0.644135192660229
"PF3D7_1426900","ubiquinol-cytochrome c reductase hinge protein, putative",3.11707879471689,1.4065866427985,3.99114909854155,0.000158587867027368,0.182772516749042,0.273467618620266
"PF3D7_0515100","rhomboid protease ROM9 (ROM9)",3.32122835911157,2.37880445197771,3.85648115855547,0.000250903875858646,0.20577874402187,-0.0140196167383975
"PF3D7_0408400","conserved Plasmodium protein, unknown function",2.41362070109455,1.08975310622661,3.83711475672063,0.000267824829529549,0.20577874402187,-0.108547083841593
"PF3D7_0819700","conserved Plasmodium protein, unknown function",2.49347903844957,0.429844493354577,3.76976417617909,0.000335585212327728,0.221006832690118,-0.272883593177561
"PF3D7_1204200","conserved Plasmodium protein, unknown function",3.2813811956002,1.63500552049457,3.57243328545082,0.000641363759621931,0.321103079245311,-0.744334535060171
"PF3D7_1020300","cytoplasmic dynein intermediate chain, putative",2.4597759835401,-0.064997479460679,3.57130553409026,0.000643705240960538,0.321103079245311,-0.746984249459175
"PF3D7_1210700","conserved Plasmodium protein, unknown function",2.74741525498856,0.955630104512826,3.53888784801162,0.000714588658758683,0.321103079245311,-0.822927646842018
"PF3D7_0404400","6-cysteine protein (P36)",3.33317721926937,0.480208828864249,3.50860320218902,0.000787447675382583,0.321103079245311,-0.78906661943531
"PF3D7_1029100.1","conserved Plasmodium protein, unknown function",-3.80960100127766,2.47882542211653,-3.46089450478146,0.000916673931787035,0.321103079245311,-1.0038408724183
"PF3D7_1344800","aspartate carbamoyltransferase (ATCase)",-0.420389222913118,6.55172258002368,-3.42799353958348,0.00101721822524412,0.321103079245311,-1.2908727647647
"PF3D7_1420100","conserved Plasmodium protein, unknown function",1.9220853484129,1.15001075072895,3.42048609182463,0.00104157842460995,0.321103079245311,-1.09655336103386
"PF3D7_1105800","conserved Plasmodium protein, unknown function",-0.448487179688398,7.35202153779737,-3.4195045006178,0.00104480394548366,0.321103079245311,-1.34448820264993
"PF3D7_1372500","stevor, pseudogene",2.41284926090139,1.54570207640462,3.39393162978144,0.00113223863653432,0.326226257151452,-1.15709383629681
"PF3D7_0902400","serine/threonine protein kinase, FIKK family (FIKK9.5)",3.11600956654831,0.312365639281011,3.32390879207001,0.00140833232656434,0.356306940193837,-1.31524386795286
"PF3D7_1435700.1","ataxin-2 like protein, putative",-3.14309771564076,2.17042568276279,-3.31564827243325,0.00144479555175279,0.356306940193837,-1.33375610381183
"PF3D7_0103000","vacuolar protein sorting-associated protein VTA1, putative",-1.76922283273508,0.487769497478921,-3.3103805460148,0.00146851016565789,0.356306940193837,-1.34554524765794
"PF3D7_0923000","DNA-directed RNA polymerase II subunit RPB3, putative (RPB3)",-0.486185398923767,5.19910156987659,-3.21774771607775,0.00195027599040093,0.411764377905799,-1.72091430119309
"PF3D7_0301700","Plasmodium exported protein, unknown function",-0.496914710392971,7.73425240280949,-3.21616214530675,0.00195968665779073,0.411764377905799,-2.01065194540481
"PF3D7_0618100","conserved Plasmodium protein, unknown function",1.75425855826518,2.79752210746756,3.20221852215637,0.00204429732664594,0.411764377905799,-1.5510200163304
"PF3D7_1133500","conserved Plasmodium protein, unknown function",2.20102534722798,0.0802953423670369,3.20059701545619,0.00205435589844542,0.411764377905799,-1.58834514367371
"PF3D7_0723700","metallo-hydrolase/oxidoreductase, putative",-0.338062583533879,6.52166940416448,-3.17525784954157,0.00221768782480288,0.425980869680886,-1.91706950652006
"PF3D7_0904300","conserved protein, unknown function",1.83831000685964,0.0161354931243831,3.12362709031267,0.0025887811796696,0.477371249531074,-1.75520343306697
"PF3D7_0708600","inner membrane complex protein 1d, putative (IMC1d)",-2.12615136404683,0.220752673119698,-3.10016744707774,0.00277588844354942,0.484652558941678,-1.80549419519251
"PF3D7_0812900","probable protein, unknown function",1.24010669109226,1.86551059253331,3.07561288472734,0.00298518631971343,0.484652558941678,-1.72494330007814
"PF3D7_0912500","conserved Plasmodium protein, unknown function",-0.402017728192572,7.11840051599571,-3.07182982177626,0.00301871017532822,0.484652558941678,-2.38066436750923
"PF3D7_0935500","Plasmodium exported protein, unknown function (GEXP22)",-0.354805897255581,5.70447649198794,-3.06846851507994,0.00304879050093463,0.484652558941678,-2.17229100692473
"PF3D7_1452500","SNARE protein, putative (BET1)",1.96965905328078,1.21591337132866,3.0221374453488,0.00349287300444369,0.531566881202724,-1.97082745293117
"PF3D7_1223800","mitochondrial carrier protein, putative",-0.251906107595458,6.25171870068542,-3.0110096322608,0.00360813810212299,0.531566881202724,-2.54949921905586
"PF3D7_0929000","transcription initiation factor TFIID subunit 7, putative (TAF7)",-0.38888144131566,6.21408701251173,-3.00332073353041,0.00368983518405362,0.531566881202724,-2.42459276233107
"PF3D7_0501200","parasite-infected erythrocyte surface protein (PIESP2)",-0.407835306776751,8.56904657134147,-2.97381899132106,0.00401949916657106,0.559558262340174,-2.66320613734733
"PF3D7_1137500","apicoplast ribosomal protein S14p/S29e precursor, putative",2.07091312583713,1.59446066437518,2.96469183257657,0.00412689390879954,0.559558262340174,-2.09060482090939
"PF3D7_0616800","malate:quinone oxidoreductase, putative (MQO)",-0.373246730736619,5.53029170771297,-2.93647462203944,0.0044759569567883,0.574412428526537,-2.47163124489623
"PF3D7_1033200","early transcribed membrane protein 10.2 (ETRAMP10.2)",-0.44453424986775,8.55628906413453,-2.93009961902312,0.00455851344607065,0.574412428526537,-2.79083606888647
"PF3D7_0509000","SNAP protein (soluble N-ethylmaleimide-sensitive factor attachment protein), putative",-0.596586183534097,5.25788061402362,-2.9261586248611,0.00461025159554921,0.574412428526537,-2.47578226468235
"PF3D7_1228100","leucine-rich repeat protein (LRR13)",2.59237998634229,-0.404481225669842,2.90159785052604,0.00494512032016524,0.58413900311281,-2.22022184381545
"PF3D7_1203400","transporter, putative",1.75558797878451,3.88993643250069,2.88982660806219,0.00511345241140109,0.58413900311281,-2.2134948575099
"PF3D7_0709200","glutaredoxin-like protein (GLP3)",-0.467905247565459,3.59060794338133,-2.88837455195563,0.00513457975321687,0.58413900311281,-2.42373992648503
"PF3D7_1415700","serine C-palmitoyltransferase, putative",1.87546302099548,1.51695721299935,2.88187267250373,0.00523017337623762,0.58413900311281,-2.18890019829807
"PF3D7_0408300","zinc finger, RAN binding protein, putative",-0.394342677175382,6.55067369849047,-2.86356961817419,0.0055081593401118,0.58413900311281,-2.88491882377909
"PF3D7_0422700","eukaryotic initiation factor, putative",-0.421626620019659,7.40244018258342,-2.85332783216734,0.00566959134765913,0.58413900311281,-2.97880456021103
"PF3D7_0416500","repressor of RNA polymerase III transcription MAF1, putative",2.60347320050857,1.71394349009322,2.83423548588549,0.00598221451799239,0.58413900311281,-2.35632435743525
"PF3D7_1245200","conserved Plasmodium membrane protein, unknown function",2.20038075171486,1.8371556008415,2.83037645388122,0.00604729948926982,0.58413900311281,-2.36404895073667
"PF3D7_0915700","conserved Plasmodium protein, unknown function",-1.84572992190841,1.47818651279451,-2.82270097154358,0.00617869157598697,0.58413900311281,-2.37938939349932
"PF3D7_0717200","conserved Plasmodium protein, unknown function",-0.43798706661032,6.12685990788542,-2.82256792309827,0.00618099212741758,0.58413900311281,-2.84973990881507
"PF3D7_0512600","ras-related protein Rab-1B (RAB1b)",-0.305512873535883,6.97477296026098,-2.81930899954962,0.00623758894738173,0.58413900311281,-3.00027907452613
"PF3D7_1471800","conserved Plasmodium protein, unknown function",1.98927134056703,-0.129816149196087,2.8104531662609,0.0063938007178277,0.58413900311281,-2.40380326480594
"PF3D7_1113500","GTP-binding protein, putative",-0.265058774226902,6.11534389022957,-2.80691843954733,0.00645714892335132,0.58413900311281,-2.90577229317868
"PF3D7_1140500","myosin F, putative (MyoF)",-1.18560121041341,1.57253513275895,-2.80062206679259,0.00657142063278023,0.58413900311281,-2.40771016227952
"PF3D7_1245400","mitochondrial ribosomal protein L3 precursor, putative",-1.56416279752925,3.26096401368046,-2.79966311270097,0.0065889865860881,0.58413900311281,-2.39554119807995
"PF3D7_0821900","conserved Plasmodium protein, unknown function",2.03611074901854,0.806414185806708,2.79227032673045,0.00672586064600944,0.585022973171765,-2.43989975851272
"PF3D7_0204200","conserved Plasmodium protein, unknown function",-0.330384372369334,7.72409748974986,-2.75387229162608,0.00747969186263646,0.62760287693092,-3.23479647856729
"PF3D7_0527300","methionine aminopeptidase 1a, putative (METAP1a)",-0.414457332429116,7.1617905527776,-2.75348523043168,0.00748766989830816,0.62760287693092,-3.23620846836276
"PF3D7_1121500","conserved Plasmodium protein, unknown function",1.69990160490722,1.72677508364609,2.73471147248929,0.00788411496307741,0.642232811118342,-2.53975210976149
"PF3D7_1142200","conserved Plasmodium protein, unknown function",2.0956481471247,-0.187685948821056,2.72304158799334,0.00814013062548296,0.642232811118342,-2.57569948367334
"PF3D7_0319500","RNA-binding protein, putative",-0.371953169115589,7.89578824975322,-2.71235711494827,0.00838116842813329,0.642232811118342,-3.34210060739472
"PF3D7_0518000","conserved protein, unknown function",-0.365171874332157,5.39995238227216,-2.70987313124066,0.00843813226827748,0.642232811118342,-3.13367053075961
"PF3D7_0513800","ras-related protein Rab-1A (RAB1a)",-1.58789266494992,3.56336365019443,-2.7098577431221,0.0084384862549927,0.642232811118342,-2.59174574914184
"PF3D7_1024200","RNA-binding protein, putative",1.6871238968528,1.22965061835305,2.70727502232994,0.00849809142694552,0.642232811118342,-2.60626206024832
"PF3D7_1029400","conserved Plasmodium protein, unknown function",-0.297351296630223,6.08017420304229,-2.69751715311408,0.0087267741276068,0.648877882713989,-3.22447968688161
"PF3D7_0401600.2","PIR protein (RIF)",-0.518588216073291,5.00722675593473,-2.68801615764394,0.00895481924081611,0.65526534444702,-3.16648181928162
"PF3D7_1005700","DnaJ protein, putative",1.28871905558364,1.12104926401438,2.66285396438796,0.00958526506214752,0.663424262595049,-2.69163185209997
"PF3D7_0312100","E3 ubiquitin-protein ligase, putative",1.46667626195913,2.64127902146756,2.6542119717185,0.00981094841721307,0.663424262595049,-2.70811292058594
"PF3D7_0422900","conserved Plasmodium protein, unknown function",1.69263678290713,1.15821621116337,2.65299535603129,0.00984310542942615,0.663424262595049,-2.71042976879635
"PF3D7_1130400","26S protease regulatory subunit 6A, putative (RPT5)",-0.382521639060274,7.95555048509185,-2.64451196443138,0.0100700134842054,0.663424262595049,-3.50600469240563
